cliente,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
DAVI SILVA,suco,hambúrguer,batata frita,cerveja,,,,,,,,,,,,,,
DAVI CRUZ,salada,alface,cenoura,vinagre,,,,,,,,,,,,,,
MAYCON OLIVEIRA,mostarda,molho de tomate,granola,desinfetante,,,,,,,,,,,,,,
MAYCON SANTOS,café,açúcar,,,,,,,,,,,,,,,,
SERGIO OLIVEIRA,laranja,nhoque,iogurte,presunto,manga,verduras,alho,,,,,,,,,,,
GUSTAVO MASSI,molho de tomate,catchup,cogumelo,sardinha enlatada,molho de tomate,,,,,,,,,,,,,
LUIZ OLIVEIRA,sardinha enlatada,pimenta,verduras,bisnaguinha,bisnaguinha,detergente,cebola,pizza,refrigerante,limão,lasanha,palmito,salada,,,,,
JOÃO NETO,carne moída,filé de frango,arroz,feijão,salada,vinho branco,queijo,,,,,,,,,,,
DAVI SILVA,carne moída,achocolatado,peito de peru,salsicha,papel higiênico,,,,,,,,,,,,,
DAVI SILVA,óleo de soja,filé de frango,,,,,,,,,,,,,,,,
OTÁVIO RODRIGUES,pudim,biscoito,,,,,,,,,,,,,,,,
DAVI NÁPOLES,massa de pizza,refrigerante,,,,,,,,,,,,,,,,
SÁVIO SANTOS,peito de peru,batata,pizza,refrigerante,cerveja artesanal,refrigerante,pão,manteiga,queijo,presunto,geleia,,,,,,,
LUIZ LIMA,pizza,refrigerante,,,,,,,,,,,,,,,,
LUIZ COSTA,energético,pão,,,,,,,,,,,,,,,,
JÚLIO NÁPOLES,leite,azeitona,salada,alface,tomate,cenoura,vinagre,frango,,,,,,,,,,
ALYSON NETO,energético,massa de pizza,detergente,linguiça,vodka,presunto,água tônica,queijo ralado,,,,,,,,,,
DAVI RODRIGUES,abacaxi,barra de cereal,vinho branco,queijo,,,,,,,,,,,,,,
GUSTAVO RODRIGUES,feijão,azeitona,leite,chá,vinho,queijo,presunto,pão,,,,,,,,,,
FILIPE DEMARQUE,whisky,maionese,pimenta,geleia,geleia,,,,,,,,,,,,,
DANIEL LIMA,suco de laranja,pão,,,,,,,,,,,,,,,,
DANIEL CRUZ,detergente,sopa pronta,banana,azeite,sorvete,milho verde,lasanha,pão,presunto,geleia,vinho,queijo,,,,,,
ALYSON CARDOSO,leite,vinho tinto,,,,,,,,,,,,,,,,
SÁVIO OLIVEIRA,sal,sal,kiwi,,,,,,,,,,,,,,,
SÁVIO COSTA,verduras,palmito,nutella,linguiça,vinho branco,queijo,pão,farinha de trigo,vinho tinto,presunto,,,,,,,,
JOÃO RODRIGUES,alface,atum enlatado,frutas,carvão,cerveja,biscoito,cerveja,picanha,salsicha,filé de frango,arroz,,,,,,,
DAVI CRUZ,laranja,vinho tinto,,,,,,,,,,,,,,,,
ALYSON COSTA,frango,arroz,feijão,salada,,,,,,,,,,,,,,
ALYSON COSTA,salsicha,sal,,,,,,,,,,,,,,,,
PEDRO OLIVEIRA,vinho tinto,queijo,presunto,pão,papel higiênico,alho,manteiga,vinho tinto,hambúrguer,cerveja,,,,,,,,
JÚLIO SILVA,vinho tinto,queijo,presunto,pão,amendoim,,,,,,,,,,,,,
JOÃO BANDEIRA,vinho,queijo,presunto,,,,,,,,,,,,,,,
JOÃO CARDOSO,alho,uva,mostarda,refrigerante,vinho tinto,presunto,,,,,,,,,,,,
SERGIO BANDEIRA,cebola,café,,,,,,,,,,,,,,,,
DANIEL SOARES,azeitona,molho de tomate,,,,,,,,,,,,,,,,
MAYCON SILVA,cereal,pão,presunto,geleia,limão,,,,,,,,,,,,,
LUIZ SOARES,sabão,palmito,geleia,farinha de trigo,farinha de trigo,pizza,refrigerante,cerveja artesanal,papel higiênico,,,,,,,,,
JOÃO BANDEIRA,amendoim,leite,batata,barra de cereal,,,,,,,,,,,,,,
SÁVIO BANDEIRA,uva,nutella,cebola,feijão,barra de cereal,lasanha,,,,,,,,,,,,
SÁVIO OLIVEIRA,óleo de soja,castanhas,,,,,,,,,,,,,,,,
LUIZ CARDOSO,palmito,salada,alface,tomate,cenoura,azeite,pão,manteiga,queijo,cerveja artesanal,azeite,,,,,,,
DAVI NETO,batata,lasanha,hambúrguer,batata frita,cerveja,catchup,mostarda,,,,,,,,,,,
JÚLIO NÁPOLES,salsicha,uva,suco,kiwi,frutas,açúcar,geleia,arroz,feijão,,,,,,,,,
SERGIO LIMA,sal,maionese,patê,azeite,granola,kiwi,pepino,salsicha,nutella,barra de cereal,,,,,,,,
DANIEL SANTOS,linguiça,carvão,cerveja,salsicha,,,,,,,,,,,,,,
OTÁVIO NÁPOLES,hambúrguer,batata frita,cerveja,,,,,,,,,,,,,,,
WEMERSON CARDOSO,geleia,barra de cereal,,,,,,,,,,,,,,,,
LUIZ BANDEIRA,carvão,picanha,salsicha,,,,,,,,,,,,,,,
JOÃO NÁPOLES,mel,salada,alface,tomate,azeite,vinagre,vodka,,,,,,,,,,,
GUSTAVO SILVA,papel higiênico,carvão,picanha,cerveja,salsicha,vodka,morango,alho,,,,,,,,,,
JÚLIO COSTA,amendoim,leite,frango,feijão,salada,,,,,,,,,,,,,
OTÁVIO OLIVEIRA,frutas,cogumelo,cerveja,picanha,,,,,,,,,,,,,,
PEDRO SANTOS,peixe,azeite,queijo ralado,catchup,laranja,hambúrguer,cerveja,mostarda,,,,,,,,,,
DAVI MASSI,tomate,pimenta,salsicha,farinha de trigo,peito de peru,salada,,,,,,,,,,,,
OTÁVIO SANTOS,molho branco,leite,,,,,,,,,,,,,,,,
GABRIEL CARDOSO,nutella,bolo,sabão,cerveja artesanal,,,,,,,,,,,,,,
DANIEL SILVA,laranja,biscoito,achocolatado,alho,água tônica,,,,,,,,,,,,,
JÚLIO BANDEIRA,morango,vinho,,,,,,,,,,,,,,,,
DAVI LIMA,café,açúcar,,,,,,,,,,,,,,,,
SERGIO CARDOSO,pão,manteiga,queijo,presunto,geleia,farinha de mandioca,cereal,,,,,,,,,,,
OTÁVIO MASSI,patê,vinho tinto,,,,,,,,,,,,,,,,
WEMERSON NETO,cebola,patê,uva,café,açúcar,leite,cerveja artesanal,laranja,,,,,,,,,,
DAVI DEMARQUE,sal,espumante,água de coco,cereal,frango,arroz,feijão,,,,,,,,,,,
DAVI CARDOSO,abacaxi,arroz,frango,salada,,,,,,,,,,,,,,
PEDRO SOARES,molho branco,macarrão,sal,catchup,vodka,suco,achocolatado,pudim,peito de peru,café,açúcar,,,,,,,
VICTOR COSTA,vinho,queijo,presunto,maçã,vinho tinto,pão,molho pesto,,,,,,,,,,,
GABRIEL NÁPOLES,queijo ralado,manteiga,pimenta,,,,,,,,,,,,,,,
GABRIEL COSTA,detergente,manga,azeite,vodka,patê,pimenta,azeitona,batata,azeite,espumante,,,,,,,,
GABRIEL OLIVEIRA,cereal,castanhas,,,,,,,,,,,,,,,,
OTÁVIO SANTOS,macarrão,maionese,,,,,,,,,,,,,,,,
JÚLIO CARDOSO,patê,cenoura,vinho branco,,,,,,,,,,,,,,,
VICTOR SILVA,espumante,barra de cereal,manga,laranja,verduras,filé de frango,arroz,feijão,,,,,,,,,,
GUSTAVO NÁPOLES,tomate,cereal,refrigerante,filé de frango,arroz,feijão,,,,,,,,,,,,
MAYCON BANDEIRA,laranja,cebola,sardinha enlatada,uva,,,,,,,,,,,,,,
SERGIO SANTOS,mostarda,molho pesto,azeitona,manga,barra de cereal,vodka,espumante,,,,,,,,,,,
MAYCON LIMA,molho de tomate,castanhas,,,,,,,,,,,,,,,,
SÁVIO SANTOS,tempero pronto,manga,,,,,,,,,,,,,,,,
ALYSON LIMA,catchup,bisnaguinha,pepino,,,,,,,,,,,,,,,
DANIEL OLIVEIRA,atum enlatado,manga,,,,,,,,,,,,,,,,
GABRIEL LIMA,sardinha enlatada,queijo,,,,,,,,,,,,,,,,
PEDRO SOARES,morango,pão,queijo,presunto,,,,,,,,,,,,,,
DAVI DEMARQUE,água tônica,vinho branco,queijo,presunto,pão,molho branco,pudim,feijão,presunto,,,,,,,,,
MAYCON OLIVEIRA,óleo de soja,café,açúcar,,,,,,,,,,,,,,,
DAVI MASSI,papel higiênico,café,,,,,,,,,,,,,,,,
MAYCON DEMARQUE,suco,tempero pronto,linguiça,,,,,,,,,,,,,,,
VICTOR SOARES,tomate,molho de tomate,açúcar,bisnaguinha,,,,,,,,,,,,,,
GABRIEL CARDOSO,tomate,vinagre,detergente,bisnaguinha,molho pesto,sorvete,,,,,,,,,,,,
DANIEL SANTOS,suco de laranja,pão,manteiga,bolo,pimenta,carne moída,morango,,,,,,,,,,,
MAYCON DEMARQUE,carne moída,açúcar,vodka,detergente,azeite,gelatina,peixe,mostarda,kiwi,água de coco,molho branco,,,,,,,
DAVI BANDEIRA,laranja,manteiga,nutella,,,,,,,,,,,,,,,
GUSTAVO MASSI,vinagre,espumante,leite,gelatina,vinho tinto,presunto,,,,,,,,,,,,
DAVI LIMA,peixe,cenoura,leite,alho,,,,,,,,,,,,,,
LUIZ CARDOSO,palmito,sardinha enlatada,,,,,,,,,,,,,,,,
JÚLIO SOARES,kiwi,sorvete,chá,alface,whisky,,,,,,,,,,,,,
PEDRO SOARES,pizza,refrigerante,,,,,,,,,,,,,,,,
FILIPE NÁPOLES,água de coco,cerveja artesanal,tomate,,,,,,,,,,,,,,,
DAVI CRUZ,sal,frango,arroz,salada,,,,,,,,,,,,,,
VICTOR LIMA,barra de cereal,energético,achocolatado,molho pesto,,,,,,,,,,,,,,
SÁVIO NÁPOLES,sabão,carvão,,,,,,,,,,,,,,,,
SÁVIO SANTOS,sorvete,geleia,pudim,maçã,farinha de trigo,bisnaguinha,,,,,,,,,,,,
VICTOR DEMARQUE,amendoim,achocolatado,amendoim,,,,,,,,,,,,,,,
WEMERSON CARDOSO,nutella,gelatina,,,,,,,,,,,,,,,,
GUSTAVO DEMARQUE,pimenta,picanha,energético,whisky,,,,,,,,,,,,,,
LUIZ CRUZ,cebola,peito de peru,patê,,,,,,,,,,,,,,,
PEDRO SANTOS,queijo,refrigerante,café,açúcar,bolo,leite,cebola,cereal,,,,,,,,,,
OTÁVIO DEMARQUE,queijo ralado,arroz,feijão,frango,salada,laranja,,,,,,,,,,,,
GABRIEL NÁPOLES,pizza,refrigerante,cerveja artesanal,manga,banana,pão,manteiga,queijo,,,,,,,,,,
GABRIEL NÁPOLES,água tônica,cereal,,,,,,,,,,,,,,,,
JOÃO MASSI,água de coco,maçã,nhoque,,,,,,,,,,,,,,,
MAYCON DEMARQUE,farinha de trigo,cereal,cogumelo,feijão,,,,,,,,,,,,,,
JOÃO NÁPOLES,pão,manteiga,queijo,presunto,geleia,salada,,,,,,,,,,,,
WEMERSON BANDEIRA,verduras,laranja,energético,milho verde,farinha de mandioca,amendoim,laranja,torrada,hambúrguer,batata frita,,,,,,,,
PEDRO CARDOSO,carvão,picanha,,,,,,,,,,,,,,,,
ALYSON CRUZ,cogumelo,azeite,,,,,,,,,,,,,,,,
GUSTAVO SILVA,salada,alface,tomate,cenoura,azeite,sal,café,,,,,,,,,,,
FILIPE MASSI,chocolate,sorvete,leite,molho pesto,nhoque,,,,,,,,,,,,,
VANESSA RODRIGUES,peixe,laranja,,,,,,,,,,,,,,,,
VANESSA BANDEIRA,peixe,manteiga,,,,,,,,,,,,,,,,
DANIEL OLIVEIRA,mel,castanhas,,,,,,,,,,,,,,,,
OTÁVIO BANDEIRA,cereal,sal,peixe,,,,,,,,,,,,,,,
VANESSA MASSI,café,bolo,leite,,,,,,,,,,,,,,,
MAYCON COSTA,vinho tinto,queijo,presunto,iogurte,frango,feijão,carvão,,,,,,,,,,,
DAVI NETO,sardinha enlatada,granola,peixe,tomate,filé de frango,arroz,feijão,cogumelo,pizza,refrigerante,,,,,,,,
VICTOR DEMARQUE,vinagre,sal,frutas,mostarda,queijo,,,,,,,,,,,,,
SERGIO RODRIGUES,manga,maçã,salada,azeite,castanhas,,,,,,,,,,,,,
PEDRO SANTOS,sopa pronta,manteiga,chá,,,,,,,,,,,,,,,
PEDRO BANDEIRA,suco de laranja,pão,,,,,,,,,,,,,,,,
DANIEL OLIVEIRA,carvão,picanha,cerveja,salsicha,,,,,,,,,,,,,,
GABRIEL SILVA,kiwi,alface,frutas,,,,,,,,,,,,,,,
SÁVIO COSTA,sorvete,banana,energético,tempero pronto,vinho branco,queijo,pão,barra de cereal,picanha,,,,,,,,,
JÚLIO SANTOS,salada,alface,tomate,cenoura,azeite,vinagre,espumante,molho branco,detergente,massa de pizza,,,,,,,,
SÁVIO BANDEIRA,batata frita,uva,,,,,,,,,,,,,,,,
DAVI MASSI,salsicha,bolo,,,,,,,,,,,,,,,,
ALYSON SILVA,verduras,queijo ralado,,,,,,,,,,,,,,,,
GUSTAVO CRUZ,iogurte,ervilha,,,,,,,,,,,,,,,,
JÚLIO BANDEIRA,água tônica,pão,manteiga,queijo,presunto,geleia,pimenta,água tônica,,,,,,,,,,
MAYCON RODRIGUES,kiwi,gelatina,azeitona,lasanha,abacaxi,desinfetante,linguiça,,,,,,,,,,,
DANIEL LIMA,energético,chá,nhoque,carvão,cerveja,salsicha,vodka,,,,,,,,,,,
LUIZ OLIVEIRA,vinagre,gelatina,água tônica,farinha de mandioca,limão,detergente,mostarda,,,,,,,,,,,
SERGIO OLIVEIRA,papel higiênico,chá,granola,nhoque,whisky,refrigerante,frutas,,,,,,,,,,,
WEMERSON NETO,carne moída,frutas,geleia,barra de cereal,molho pesto,vinho,queijo,presunto,pão,,,,,,,,,
WEMERSON CARDOSO,batata,frango,arroz,feijão,laranja,,,,,,,,,,,,,
JÚLIO BANDEIRA,pudim,cebola,carvão,picanha,salsicha,vodka,,,,,,,,,,,,
MAYCON OLIVEIRA,suco de laranja,pão,manteiga,banana,,,,,,,,,,,,,,
SÁVIO SANTOS,macarrão,frutas,batata frita,açúcar,barra de cereal,ervilha,sabão,,,,,,,,,,,
WEMERSON OLIVEIRA,sopa pronta,gelatina,,,,,,,,,,,,,,,,
JÚLIO CARDOSO,nutella,picanha,bisnaguinha,manga,salsicha,peito de peru,sardinha enlatada,,,,,,,,,,,
GABRIEL NÁPOLES,atum enlatado,tempero pronto,sabão,geleia,queijo ralado,alho,torrada,,,,,,,,,,,
GUSTAVO SANTOS,gelatina,bolo,farinha de mandioca,torrada,pimenta,manga,limão,molho de tomate,refrigerante,cerveja artesanal,sopa pronta,,,,,,,
FILIPE DEMARQUE,cenoura,pimenta,,,,,,,,,,,,,,,,
PEDRO NETO,farinha de mandioca,salsicha,manga,whisky,iogurte,,,,,,,,,,,,,
PEDRO SOARES,sopa pronta,linguiça,mel,biscoito,,,,,,,,,,,,,,
DANIEL OLIVEIRA,farinha de mandioca,nhoque,,,,,,,,,,,,,,,,
DAVI BANDEIRA,sal,azeite,café,batata frita,mel,milho verde,frango,arroz,feijão,,,,,,,,,
SERGIO DEMARQUE,ervilha,suco,catchup,molho de tomate,mel,mostarda,,,,,,,,,,,,
JÚLIO CRUZ,suco,pepino,sal,suco de laranja,pão,manteiga,bolo,,,,,,,,,,,
ALYSON LIMA,suco de laranja,pão,,,,,,,,,,,,,,,,
GABRIEL CARDOSO,tempero pronto,óleo de soja,,,,,,,,,,,,,,,,
JÚLIO SANTOS,whisky,catchup,palmito,,,,,,,,,,,,,,,
GUSTAVO LIMA,patê,limão,limão,,,,,,,,,,,,,,,
JOÃO CARDOSO,cerveja,picanha,,,,,,,,,,,,,,,,
SERGIO DEMARQUE,frutas,peixe,,,,,,,,,,,,,,,,
FILIPE NÁPOLES,vinho,queijo,pão,farinha de mandioca,,,,,,,,,,,,,,
DAVI NÁPOLES,frango,arroz,feijão,,,,,,,,,,,,,,,
VICTOR COSTA,morango,whisky,desinfetante,sopa pronta,óleo de soja,vinagre,,,,,,,,,,,,
FILIPE CRUZ,maçã,banana,vinho branco,,,,,,,,,,,,,,,
DAVI BANDEIRA,suco de laranja,manteiga,,,,,,,,,,,,,,,,
FILIPE LIMA,óleo de soja,filé de frango,arroz,feijão,,,,,,,,,,,,,,
SÁVIO CARDOSO,bisnaguinha,queijo,bolo,cerveja artesanal,pepino,palmito,,,,,,,,,,,,
DAVI RODRIGUES,alho,farinha de trigo,salsicha,,,,,,,,,,,,,,,
OTÁVIO SILVA,água tônica,sabão,filé de frango,arroz,salada,,,,,,,,,,,,,
VANESSA BANDEIRA,frango,feijão,salada,tempero pronto,castanhas,energético,vinho branco,queijo,presunto,pão,batata,palmito,morango,água de coco,maçã,,,
MAYCON SILVA,maionese,papel higiênico,água de coco,vodka,arroz,frango,laranja,queijo ralado,sabão,cerveja,,,,,,,,
OTÁVIO RODRIGUES,sal,uva,molho branco,,,,,,,,,,,,,,,
LUIZ SILVA,catchup,vinagre,,,,,,,,,,,,,,,,
MAYCON COSTA,cereal,bolo,molho de tomate,bolo,milho verde,,,,,,,,,,,,,
OTÁVIO CRUZ,vodka,achocolatado,molho branco,hambúrguer,,,,,,,,,,,,,,
OTÁVIO OLIVEIRA,feijão,lasanha,maionese,hambúrguer,,,,,,,,,,,,,,
SERGIO DEMARQUE,filé de frango,arroz,feijão,salada,maçã,lasanha,granola,,,,,,,,,,,
WEMERSON RODRIGUES,catchup,salada,tomate,azeite,vinagre,,,,,,,,,,,,,
VANESSA MASSI,chá,sardinha enlatada,massa de pizza,palmito,água tônica,frango,arroz,,,,,,,,,,,
SERGIO SOARES,torrada,suco de laranja,manteiga,bolo,achocolatado,,,,,,,,,,,,,
GUSTAVO SANTOS,batata frita,macarrão,café,açúcar,vinho branco,queijo,presunto,pão,cebola,alho,nhoque,frango,salada,catchup,,,,
OTÁVIO CRUZ,chá,farinha de mandioca,,,,,,,,,,,,,,,,
DANIEL CRUZ,milho verde,iogurte,suco de laranja,bolo,lasanha,carvão,picanha,cerveja,salsicha,carne moída,,,,,,,,
DAVI BANDEIRA,alho,whisky,,,,,,,,,,,,,,,,
SÁVIO SILVA,verduras,espumante,sorvete,espumante,mostarda,barra de cereal,uva,queijo,,,,,,,,,,
JOÃO COSTA,açúcar,presunto,,,,,,,,,,,,,,,,
GUSTAVO BANDEIRA,alface,cerveja artesanal,macarrão,biscoito,pudim,,,,,,,,,,,,,
FILIPE CARDOSO,lasanha,limão,água tônica,óleo de soja,açúcar,limão,nhoque,chocolate,sorvete,leite,azeite,,,,,,,
JÚLIO NÁPOLES,pimenta,cebola,carne moída,vodka,azeitona,patê,,,,,,,,,,,,
FILIPE SOARES,vinho branco,queijo,frutas,água tônica,espumante,whisky,azeite,maionese,,,,,,,,,,
SERGIO COSTA,frutas,castanhas,cerveja,picanha,carvão,salsicha,sorvete,vinho,queijo,,,,,,,,,
JÚLIO DEMARQUE,alface,barra de cereal,pimenta,palmito,,,,,,,,,,,,,,
MAYCON NETO,chá,açúcar,,,,,,,,,,,,,,,,
GABRIEL MASSI,farinha de trigo,queijo ralado,carne moída,maçã,suco de laranja,,,,,,,,,,,,,
JOÃO BANDEIRA,amendoim,kiwi,vinho branco,queijo,presunto,pão,,,,,,,,,,,,
GUSTAVO CRUZ,chá,cereal,alho,óleo de soja,sal,laranja,,,,,,,,,,,,
GUSTAVO SANTOS,pimenta,picanha,biscoito,azeitona,nutella,patê,salada,alface,cenoura,azeite,,,,,,,,
WEMERSON RODRIGUES,granola,uva,,,,,,,,,,,,,,,,
DAVI SILVA,vinho branco,presunto,pão,granola,feijão,pudim,whisky,presunto,,,,,,,,,,
DAVI SOARES,maçã,detergente,,,,,,,,,,,,,,,,
OTÁVIO LIMA,achocolatado,água de coco,café,açúcar,bolo,leite,batata frita,cenoura,torrada,palmito,nutella,catchup,,,,,,
GUSTAVO SOARES,queijo ralado,banana,frango,arroz,feijão,,,,,,,,,,,,,
DAVI BANDEIRA,farinha de trigo,leite,,,,,,,,,,,,,,,,
DAVI COSTA,pudim,peixe,vinagre,picanha,,,,,,,,,,,,,,
SERGIO RODRIGUES,verduras,café,,,,,,,,,,,,,,,,
FILIPE SANTOS,vinho tinto,queijo,,,,,,,,,,,,,,,,
FILIPE LIMA,vinho branco,queijo,,,,,,,,,,,,,,,,
LUIZ NETO,biscoito,manga,linguiça,cenoura,batata frita,abacaxi,chocolate,sorvete,,,,,,,,,,
GUSTAVO CRUZ,geleia,morango,,,,,,,,,,,,,,,,
ALYSON RODRIGUES,sabão,torrada,achocolatado,torrada,mostarda,atum enlatado,espumante,,,,,,,,,,,
ALYSON DEMARQUE,cenoura,patê,maionese,massa de pizza,feijão,hambúrguer,cerveja,,,,,,,,,,,
GUSTAVO SILVA,carvão,picanha,cerveja,salsicha,vodka,manga,lasanha,vinho branco,,,,,,,,,,
MAYCON OLIVEIRA,lasanha,catchup,açúcar,vinagre,molho de tomate,,,,,,,,,,,,,
PEDRO NÁPOLES,pepino,alho,,,,,,,,,,,,,,,,
VANESSA LIMA,achocolatado,vinho branco,,,,,,,,,,,,,,,,
MAYCON SILVA,morango,energético,bolo,molho branco,chocolate,,,,,,,,,,,,,
GUSTAVO CRUZ,farinha de trigo,detergente,pudim,presunto,amendoim,água tônica,granola,gelatina,vinagre,,,,,,,,,
LUIZ BANDEIRA,alface,chocolate,tomate,vinho branco,queijo,presunto,pão,,,,,,,,,,,
DANIEL NETO,molho branco,maçã,,,,,,,,,,,,,,,,
JOÃO SANTOS,salada,alface,,,,,,,,,,,,,,,,
FILIPE BANDEIRA,chocolate,leite,alface,feijão,,,,,,,,,,,,,,
SÁVIO NÁPOLES,amendoim,vodka,torrada,verduras,limão,biscoito,,,,,,,,,,,,
PEDRO CRUZ,sal,atum enlatado,milho verde,desinfetante,queijo,kiwi,kiwi,,,,,,,,,,,
DANIEL SILVA,pimenta,feijão,pão,manteiga,,,,,,,,,,,,,,
GABRIEL NETO,barra de cereal,kiwi,manteiga,pizza,,,,,,,,,,,,,,
FILIPE RODRIGUES,ervilha,catchup,,,,,,,,,,,,,,,,
GABRIEL BANDEIRA,manteiga,vodka,alho,queijo ralado,uva,hambúrguer,batata frita,cerveja,mostarda,sopa pronta,,,,,,,,
MAYCON LIMA,sardinha enlatada,leite,cenoura,leite,,,,,,,,,,,,,,
DAVI SILVA,atum enlatado,queijo,alho,picanha,chá,vinho,presunto,patê,,,,,,,,,,
ALYSON SANTOS,nhoque,laranja,frutas,linguiça,,,,,,,,,,,,,,
DANIEL BANDEIRA,cenoura,carne moída,sorvete,filé de frango,arroz,feijão,,,,,,,,,,,,
WEMERSON SANTOS,vinagre,macarrão,salada,alface,azeite,,,,,,,,,,,,,
VICTOR OLIVEIRA,queijo ralado,óleo de soja,cerveja artesanal,molho de tomate,pudim,suco de laranja,manteiga,,,,,,,,,,,
ALYSON CRUZ,suco de laranja,pão,,,,,,,,,,,,,,,,
JOÃO DEMARQUE,castanhas,whisky,molho de tomate,vinagre,vinagre,,,,,,,,,,,,,
LUIZ DEMARQUE,farinha de mandioca,verduras,limão,suco,,,,,,,,,,,,,,
MAYCON SOARES,linguiça,banana,peixe,,,,,,,,,,,,,,,
ALYSON BANDEIRA,mostarda,molho pesto,pepino,vinho tinto,queijo,presunto,pão,granola,,,,,,,,,,
VICTOR DEMARQUE,espumante,nhoque,farinha de mandioca,vinho tinto,queijo,presunto,,,,,,,,,,,,
WEMERSON MASSI,granola,queijo ralado,,,,,,,,,,,,,,,,
GABRIEL CRUZ,frango,arroz,feijão,salada,,,,,,,,,,,,,,
LUIZ SOARES,alho,cenoura,ervilha,,,,,,,,,,,,,,,
DAVI SOARES,alho,maçã,macarrão,batata,refrigerante,,,,,,,,,,,,,
SERGIO SILVA,vinho tinto,pão,,,,,,,,,,,,,,,,
JÚLIO SANTOS,morango,granola,frango,arroz,feijão,salada,peito de peru,salsicha,,,,,,,,,,
GUSTAVO BANDEIRA,peito de peru,farinha de trigo,leite,detergente,energético,,,,,,,,,,,,,
VICTOR DEMARQUE,peito de peru,salada,,,,,,,,,,,,,,,,
OTÁVIO LIMA,frutas,pão,manteiga,,,,,,,,,,,,,,,
VANESSA DEMARQUE,linguiça,abacaxi,batata frita,peito de peru,açúcar,frutas,amendoim,filé de frango,arroz,feijão,catchup,biscoito,queijo ralado,,,,,
FILIPE CARDOSO,cerveja,carvão,salsicha,carvão,picanha,sardinha enlatada,filé de frango,arroz,chocolate,sorvete,leite,cogumelo,,,,,,
JOÃO OLIVEIRA,pizza,refrigerante,cerveja artesanal,mostarda,maionese,granola,,,,,,,,,,,,
ALYSON COSTA,queijo ralado,maçã,refrigerante,feijão,chá,manteiga,morango,presunto,,,,,,,,,,
PEDRO SANTOS,mostarda,chá,farinha de trigo,geleia,hambúrguer,batata frita,cerveja,catchup,sardinha enlatada,,,,,,,,,
SERGIO NÁPOLES,frango,arroz,,,,,,,,,,,,,,,,
GUSTAVO CRUZ,suco de laranja,pão,manteiga,bolo,cerveja,picanha,carvão,,,,,,,,,,,
ALYSON DEMARQUE,maionese,abacaxi,vinho,queijo,,,,,,,,,,,,,,
PEDRO SANTOS,cereal,molho pesto,bolo,batata frita,pepino,,,,,,,,,,,,,
MAYCON NÁPOLES,tomate,chá,laranja,,,,,,,,,,,,,,,
WEMERSON COSTA,gelatina,manga,,,,,,,,,,,,,,,,
OTÁVIO BANDEIRA,filé de frango,arroz,salada,sabão,mostarda,,,,,,,,,,,,,
MAYCON NÁPOLES,cereal,peixe,,,,,,,,,,,,,,,,
DANIEL RODRIGUES,cerveja,picanha,,,,,,,,,,,,,,,,
VANESSA NETO,vinho,queijo,presunto,pão,óleo de soja,uva,tempero pronto,tomate,iogurte,,,,,,,,,
LUIZ SILVA,vinho,pão,arroz,feijão,frango,salada,arroz,,,,,,,,,,,
DAVI NÁPOLES,vinho tinto,presunto,cebola,,,,,,,,,,,,,,,
VANESSA SILVA,óleo de soja,limão,batata,presunto,maionese,castanhas,limão,abacaxi,pudim,,,,,,,,,
LUIZ COSTA,manga,manteiga,,,,,,,,,,,,,,,,
WEMERSON NETO,frutas,queijo,,,,,,,,,,,,,,,,
FILIPE MASSI,vinho branco,queijo,presunto,pão,castanhas,morango,alface,papel higiênico,feijão,limão,pimenta,milho verde,,,,,,
GUSTAVO BANDEIRA,sopa pronta,geleia,vodka,palmito,suco de laranja,pão,manteiga,,,,,,,,,,,
WEMERSON CARDOSO,hambúrguer,batata frita,cerveja,catchup,abacaxi,feijão,bisnaguinha,,,,,,,,,,,
OTÁVIO COSTA,chá,limão,hambúrguer,batata frita,cerveja,catchup,vinagre,alface,,,,,,,,,,
VICTOR NETO,palmito,feijão,refrigerante,desinfetante,cogumelo,geleia,,,,,,,,,,,,
GUSTAVO LIMA,pimenta,frango,,,,,,,,,,,,,,,,
OTÁVIO SANTOS,batata,cereal,,,,,,,,,,,,,,,,
OTÁVIO NÁPOLES,molho de tomate,desinfetante,molho branco,azeite,granola,mel,,,,,,,,,,,,
JÚLIO SOARES,patê,chá,frutas,maçã,molho pesto,molho branco,,,,,,,,,,,,
MAYCON NÁPOLES,batata frita,queijo ralado,sopa pronta,whisky,salsicha,achocolatado,hambúrguer,cerveja,,,,,,,,,,
DANIEL CRUZ,maçã,leite,molho de tomate,cerveja artesanal,,,,,,,,,,,,,,
SERGIO SILVA,nutella,barra de cereal,tomate,alho,amendoim,vinho branco,queijo,presunto,pão,catchup,azeitona,,,,,,,
VICTOR SANTOS,feijão,molho pesto,,,,,,,,,,,,,,,,
MAYCON SILVA,manga,salsicha,cerveja,detergente,vodka,sal,massa de pizza,verduras,geleia,pizza,cerveja artesanal,,,,,,,
GUSTAVO NÁPOLES,sabão,bisnaguinha,azeite,massa de pizza,presunto,salada,alface,feijão,catchup,,,,,,,,,
PEDRO COSTA,geleia,sopa pronta,óleo de soja,água tônica,geleia,café,,,,,,,,,,,,
LUIZ RODRIGUES,salada,alface,cenoura,azeite,vinagre,nutella,,,,,,,,,,,,
SERGIO SOARES,molho de tomate,frango,arroz,feijão,,,,,,,,,,,,,,
